Soil Type,Average Temperature (°C),Average Rainfall (mm),Sunlight Hours (hours),Historical Crop Yields,Predicted Crop Type,Predicted Crop Yield,Confidence Score for Prediction
Loamy soil,33.8354771607351,905.760076236596,4.40154151333045,1.09986740401294,Commercial,Low,0.749233948523343
Sandy soil,22.7441241181138,1441.02641118624,4.04597014455382,3.40502707703826,Pulses,Medium,0.56403940943678
Sandy soil,35.1219506493333,2993.09438128795,10.3643401218204,2.95117515735063,Cereal,High,0.746054965545954
Clayey soil,24.0293472515698,2649.70146123214,11.9216905773928,3.22240700912452,Cereal,High,0.756304270745106
Red soil,31.7669061851454,2339.72037501771,8.26107445939732,3.58021651262435,Pulses,High,0.846158108726279
Clayey soil,27.7297327379262,748.387845607821,11.8209865562663,1.0028876484263,Commercial,Medium,0.718824792863308
Clayey soil,38.9215723864353,2481.59347855711,9.48810904610382,3.9955718578324,Cereal,High,0.981703132336153
Red soil,17.1459226294889,1645.64676726695,10.188454498402,3.13043666818508,Commercial,Medium,0.892315161095618
Sandy soil,32.4740586384965,1870.60815877959,6.30961976953134,4.07664642005131,Fruit/Vegetable,Low,0.512125704311412
Red soil,36.4135894361228,2911.28148175072,4.64926430809751,4.10566207451496,Fruit/Vegetable,Low,0.989872887325093
Sandy soil,30.2511879753588,528.183900183407,5.26505727947619,1.87776229537959,Pulses,High,0.529112508348074
Black soil,35.3708641771114,2142.91438992571,5.20326268020781,2.51975690382701,Pulses,Low,0.784602258037179
Clayey soil,39.8299060158708,2470.02988223423,6.05106667518142,4.69265258202373,Commercial,Medium,0.644034063632692
Clayey soil,28.7420806862936,1689.76870730124,7.5833122587142,1.0725241668603,Cereal,Low,0.774765041764887
Clayey soil,31.6403086033674,836.338072324529,4.06299889900626,1.88961094535518,Fruit/Vegetable,High,0.895183686496222
Black soil,34.73054455776,833.360751898164,10.9591742455331,3.68025707729118,Commercial,High,0.98888504852182
Clayey soil,20.6963860599758,2452.8280998728,7.22657423110766,2.22027648376646,Cereal,Low,0.781254953595637
Sandy soil,32.6521829686951,1987.78842029216,5.66878688753361,4.61818341569494,Pulses,Low,0.823472246921473
Black soil,34.5649021912776,508.528935594237,11.3276263568759,4.49022135586822,Commercial,Low,0.565623480616973
Clayey soil,35.8723535380318,2593.15429935071,6.89896675312424,1.21054082520193,Pulses,Medium,0.617711444918566
Clayey soil,28.0875609577026,2538.4345266784,10.9050730283293,1.53929636176134,Cereal,High,0.621275292143066
Black soil,38.0850421984216,2665.96167380462,10.8100901537866,3.17229605147063,Fruit/Vegetable,Low,0.977159026667827
Loamy soil,29.9378366615795,2447.50494997938,9.64520834692028,1.85709922030272,Commercial,High,0.684959467736571
Sandy soil,18.520365544501,2745.88411764017,10.3931365602759,3.82531654360305,Pulses,Low,0.607658222608279
Sandy soil,17.3950703235406,951.549527425309,8.59233858003955,4.25255122640633,Pulses,Medium,0.770895556278067
Black soil,16.7451957686854,1129.06936594149,8.65350502114295,3.29483907749071,Commercial,Medium,0.894886200575672
Black soil,19.1719479079829,2070.8525598467,5.86784237239828,3.63184392022734,Fruit/Vegetable,High,0.896421173180059
Loamy soil,16.5142962319318,2004.72228674826,6.51418904867806,3.23003062891328,Pulses,Medium,0.649197673381937
Loamy soil,17.1874528771526,1849.10622636622,7.87181354084468,3.21830813536409,Commercial,Low,0.959742183988134
Black soil,16.9130874632948,1668.7032147122,4.6536756997771,1.36762484065254,Cereal,Low,0.578917163241649
Sandy soil,37.7166572689679,998.536631453537,10.8797100967537,3.32463832792596,Fruit/Vegetable,Low,0.500909378802809
Black soil,32.8524062516447,1529.63880115234,6.55799380409134,1.57815438611993,Cereal,Low,0.912911518014817
Black soil,35.5594179990208,2200.95060926058,4.95203472049015,1.97250206473492,Fruit/Vegetable,Low,0.714774913454651
Red soil,19.5594613731595,2353.40933397074,5.43216213215265,1.16698204319296,Fruit/Vegetable,High,0.582468198674357
Red soil,36.594573379411,601.019924837518,8.0885867794665,2.83365065576362,Cereal,Medium,0.732332140940661
Loamy soil,39.4075222475009,2712.88334051251,4.91342589538675,1.97958590384276,Commercial,High,0.85472348807052
Clayey soil,18.1635857369147,2806.44906548476,4.83528208144257,2.82900051216643,Commercial,Medium,0.539754956480425
Loamy soil,17.7446963154068,2363.26880435244,4.67890707265134,2.64115850422482,Fruit/Vegetable,High,0.827796267978901
Black soil,24.2534018313169,2545.61058937231,9.7859794814913,2.02082832724871,Cereal,Low,0.540529436470076
Sandy soil,34.7403868617146,2764.89753098494,8.97264547858999,4.61949373604441,Pulses,Medium,0.868236135841144
Red soil,22.8658635002587,848.723868070399,8.27485679609616,4.17684423280864,Cereal,Low,0.773534179709655
Black soil,35.1597792933751,1606.34757828144,7.787609104313,2.96784057666482,Pulses,High,0.70704077878298
Red soil,18.0578890924549,2342.54948182507,10.7764143649867,4.17382107934321,Pulses,Low,0.537365718649681
Loamy soil,29.9401275714287,2617.75161741627,4.27949853916561,4.72633462046568,Cereal,High,0.816712514092574
Sandy soil,27.7829451889352,663.006502169699,11.1169877958209,2.37567965776351,Fruit/Vegetable,Low,0.764642435499335
Black soil,34.8844702551445,2847.79165143847,10.6229809396752,4.94505844083004,Pulses,Low,0.539315079951726
Clayey soil,29.4078614843812,2704.61542614055,4.75338188722119,1.72246022501395,Commercial,High,0.751612171957766
Loamy soil,39.3718887269338,1565.66388177976,11.3829735681378,4.59850331402757,Pulses,Medium,0.804996654987901
Red soil,16.6110532470471,1282.01514254193,6.74574683362208,4.29582246383082,Commercial,Low,0.761226279389801
Sandy soil,29.0364149634818,2373.41595621321,5.64596177750145,3.77949950591665,Pulses,Medium,0.991552850196149
Sandy soil,38.3278737897872,1302.87859737735,10.6416025417154,1.16134799392077,Commercial,Medium,0.890502508827095
Clayey soil,23.2002485073399,981.170476165414,10.145155284154,3.45760437029592,Commercial,Medium,0.924938809135117
Clayey soil,16.1183627192644,2541.53508976093,8.35224225926812,4.36907364532546,Fruit/Vegetable,Medium,0.701440558420865
Black soil,29.0015646986714,828.837141048771,9.31414431002035,3.16145251189614,Fruit/Vegetable,High,0.672462262721105
Clayey soil,35.5978454120075,2902.22056210205,11.0276056954424,1.82757707444249,Pulses,Medium,0.715744377771538
Loamy soil,20.0757313770842,531.297146846443,9.33733749786286,2.3515352494452,Fruit/Vegetable,High,0.774615359127246
Red soil,26.547124762476,1171.34563718275,9.35415265127809,2.24358214280672,Commercial,High,0.774210184920111
Loamy soil,16.5898931838383,683.755128071478,7.30463397015104,2.0589859915822,Cereal,High,0.715575028745518
Sandy soil,39.4629303434093,580.450936666546,4.59388364234259,4.36866854844858,Pulses,Medium,0.786815942615349
Black soil,38.1653517048463,679.27398802769,8.35441183854204,3.19750238167013,Pulses,Low,0.971747003821221
Clayey soil,17.4429722748642,1081.5552727302,8.85814951347318,4.73404370771345,Fruit/Vegetable,Low,0.540887101401191
Black soil,18.4611169836239,1767.90144326462,11.7665270201557,4.24567586126062,Pulses,High,0.921008523371933
Black soil,37.3303087620037,2754.37116234826,10.9502664604672,4.6003780689561,Cereal,High,0.932089446152397
Clayey soil,19.0707097816007,1399.71101426248,4.80303382038836,3.32872216378165,Commercial,High,0.946005567282745
Loamy soil,32.1826279224101,1988.68632615316,5.8647207674439,1.24396819709352,Commercial,High,0.614578804832454
Red soil,37.7327184563842,1825.18427024209,7.99829778952757,3.37482803286838,Fruit/Vegetable,Medium,0.584994641354803
Sandy soil,16.9812228444995,2530.91758260917,11.7468800206748,4.85941581282172,Fruit/Vegetable,High,0.582423108716653
Clayey soil,22.2740590105902,2169.77936434715,9.3682100013372,4.55913330700772,Fruit/Vegetable,Low,0.617941806916665
Sandy soil,22.3580455351582,1076.67416145703,7.99607491565568,3.60169061291796,Commercial,High,0.561601241760255
Loamy soil,22.9539662382192,1795.07596079923,6.23701163121463,4.04833335427642,Pulses,Low,0.544062408108354
Black soil,35.3108947095161,2269.66356473379,5.34358988574653,1.5355784309364,Pulses,High,0.855217187509907
Black soil,21.3365780268384,2028.4003742396,5.55158463491553,3.07868903529123,Fruit/Vegetable,Medium,0.601692428994826
Sandy soil,28.5637210174398,2790.06149957163,6.79942548217321,1.72544321633711,Cereal,High,0.978065922849834
Clayey soil,25.6455036683152,1653.14073737577,9.29411500131485,1.64276598104056,Pulses,Low,0.623767229129494
Loamy soil,20.6663157726574,922.462631322203,4.29880162543615,3.42188860316907,Cereal,Low,0.516130157814168
Sandy soil,18.7023790493051,2737.67943179319,11.9533352565545,1.54836263970137,Fruit/Vegetable,Low,0.933026311863797
Sandy soil,17.7723688954981,2267.47421675546,10.8086681490116,3.69513348028901,Commercial,Medium,0.79986054988136
Loamy soil,38.0371583499763,1285.42513324733,8.83195318049498,2.62116956944428,Commercial,High,0.720958136289742
Red soil,16.4108994846316,725.92555114647,7.2837215909983,2.47191812059485,Pulses,High,0.881456469590561
Clayey soil,39.7715943292146,938.285092385391,11.1371179319842,3.46840286229211,Cereal,Low,0.501636950843787
Sandy soil,15.8491802765471,1458.76879411971,7.43663644420253,1.50618678457277,Commercial,Low,0.642501421043865
Sandy soil,18.7970882143355,1550.81861199335,5.58285210221374,1.12909642418972,Pulses,High,0.789514792625075
Loamy soil,30.0866500551963,703.440270604183,11.9193978788498,2.47909391175466,Commercial,Low,0.716354264670052
Clayey soil,25.5377145003344,1555.56557963896,4.16421230333433,2.40147617909509,Commercial,Medium,0.812247021821102
Sandy soil,19.9919919217147,1360.55779067254,10.6089186232832,4.80060976957701,Cereal,Medium,0.678837471807389
Black soil,20.5603020421835,1213.14505514602,11.9911700870627,3.28982830855739,Pulses,Low,0.617628100418864
Sandy soil,18.3229588707999,2660.96969976458,4.02104638132207,3.09529683317426,Fruit/Vegetable,High,0.814637518515532
Sandy soil,19.6669652349948,2665.89087320708,10.7943706033426,1.12164951051698,Commercial,Medium,0.808521104011844
Red soil,17.3402950866758,2214.74916901501,8.04650952614117,1.95703964830648,Pulses,Medium,0.712728343595333
Black soil,22.2723754320382,771.914381838846,5.23824565594063,3.00830255487228,Pulses,Medium,0.945779362039542
Red soil,27.1510228393687,642.726468013549,11.3146388112257,2.64669196280324,Fruit/Vegetable,Low,0.915394929000711
Black soil,39.6089484111752,2644.88023073821,7.88474534951196,1.82978046376314,Fruit/Vegetable,Low,0.961300728597225
Clayey soil,21.2277452548409,646.305846122057,9.59935637969102,3.01781994806194,Commercial,High,0.950047158493768
Loamy soil,28.839828803366,658.941138585413,5.38042687777743,2.12910534381625,Commercial,Medium,0.756779735614251
Sandy soil,26.350093293852,664.299277084825,6.10023409975433,4.2993208479292,Pulses,Low,0.914773476364108
Loamy soil,31.3050433898108,956.530277595346,7.60979232271915,2.38710114426068,Commercial,Low,0.937413578325082
Red soil,37.0812768768871,1219.68513438064,11.4065233957584,3.68516956405174,Fruit/Vegetable,High,0.613566266158074
Sandy soil,28.8260142600665,1708.81041179943,6.69210493590297,1.10133101908841,Fruit/Vegetable,Low,0.504844495111807
Sandy soil,25.1726393392751,1557.38147566444,7.09674610768021,2.27827449600561,Cereal,High,0.838031959305354
Red soil,32.9358279169326,2149.93862252055,11.2843647504798,3.26513079780989,Cereal,High,0.642449128360627
Red soil,15.5047145105146,886.800629737743,7.42526314524713,1.35269366740403,Pulses,Medium,0.505692593997182
Clayey soil,22.0341564871978,1586.59103041037,8.17309554592599,2.21056251396526,Cereal,High,0.717063174516968
Red soil,39.451881825578,1688.50854185857,4.21212951047427,4.7553581544672,Fruit/Vegetable,Medium,0.5551584112142
Sandy soil,35.7821809515576,2465.69233983049,5.77692520611838,2.40048127340308,Pulses,Medium,0.8991718374599
Clayey soil,18.9699526651376,2835.39361740751,7.51444452327851,1.62655708962771,Fruit/Vegetable,High,0.851617273566837
Loamy soil,39.5689821869195,1278.35348165166,6.90876889878316,1.35204293212059,Pulses,Low,0.798614009887307
Loamy soil,22.6053308858434,935.507506462721,11.6226736791869,4.40811008448075,Cereal,High,0.523679446556256
Black soil,18.7532994098653,585.659138516681,9.69061581204717,4.33362645955268,Commercial,Medium,0.605336322432646
Black soil,27.5586269606977,2751.43460962733,5.95426790021644,3.18012951583005,Commercial,High,0.905203839485244
Clayey soil,34.4248080982483,1418.10915845957,7.58390780238896,1.31747044830476,Fruit/Vegetable,Medium,0.888749413027731
Red soil,22.221577707398,2676.47867628189,8.60308849147688,1.70142698970532,Commercial,High,0.530724757556065
Black soil,33.9264728774884,2223.51045371344,9.55514254555009,1.32918514407692,Pulses,Low,0.737636968621788
Sandy soil,36.3929792747323,1251.00196589839,6.40856160749721,3.71340487842921,Commercial,Low,0.792617340247822
Loamy soil,33.3825705549431,723.999208299658,9.57408084189026,3.33031975873892,Pulses,Low,0.928630755990882
Black soil,23.9903344528235,1831.66846756728,6.32018889567268,4.55770989331096,Fruit/Vegetable,Medium,0.68863422935221
Loamy soil,21.4323923305385,921.169603834182,9.5165538644831,2.39142049295951,Cereal,Low,0.769662705520549
Black soil,37.2542242813385,2886.94604549017,10.8806939448203,4.10646481431085,Cereal,Medium,0.675333596987321
Loamy soil,34.5120461793591,531.070849484838,5.98472634772025,3.23233372944375,Pulses,Low,0.833197707608608
Clayey soil,21.8025930377096,2446.72553740641,9.94620475783908,1.28666415963191,Commercial,Medium,0.622138624993006
Black soil,18.7987815066609,2974.18960533199,5.68183562114708,4.5944933607618,Cereal,Low,0.900893678446777
Loamy soil,16.8491878366043,2837.20572291296,8.69780801552717,1.90087057195814,Commercial,Medium,0.565334509885254
Red soil,20.6639511015561,2098.69452311618,11.1772962411718,3.87948915321586,Cereal,Low,0.754062305225597
Sandy soil,22.9482310830019,2107.44478882102,5.84756091328193,3.60426637598337,Pulses,High,0.518039197287737
Clayey soil,22.3946835029799,1079.00282535906,10.1815676911509,2.96759599672935,Commercial,Low,0.964691720396587
Clayey soil,35.2398178668237,1212.39488673955,9.92474655059491,1.46531883070506,Cereal,High,0.976193840581372
Red soil,34.3733373164258,1217.65806586142,9.68922362266136,1.70476988527554,Fruit/Vegetable,High,0.915045449051456
Black soil,26.9894105392755,1744.85912449165,9.18173001998201,1.76753336196807,Commercial,Medium,0.901339123307365
Loamy soil,15.7892089972479,1570.43009503707,11.0504390356544,1.04509034089059,Commercial,Medium,0.636275976179958
Red soil,33.1535605439014,2066.31663376022,7.90513805761968,4.84864035659601,Commercial,Medium,0.908483920358557
Red soil,29.3713572701392,1301.14371743448,6.63876478416441,1.51944015746367,Commercial,Low,0.538829659518102
Black soil,39.7280310420976,1758.47275658858,7.92918787250593,2.89190807244215,Pulses,High,0.666033884912485
Sandy soil,25.9484249016605,634.019618061427,7.54026363764045,4.17292752047871,Pulses,High,0.974092356178813
Clayey soil,38.7541054950309,1032.41049268845,4.90973818026756,4.36340703174844,Commercial,Low,0.755240430348096
Red soil,19.8850032257989,2211.35345673434,7.90008806511464,3.41726875264618,Commercial,Medium,0.989658147007403
Sandy soil,27.3280813014072,1515.98593000012,4.29759902163549,2.80100063870992,Commercial,High,0.821869893740457
Red soil,33.2620880026165,2857.38312822036,5.56387105803851,2.18606745776523,Pulses,Medium,0.599661649732537
Black soil,16.6179044442407,2912.69532575758,9.36777743119188,2.45464520604243,Cereal,Medium,0.555841230485864
Red soil,32.233497242531,1283.5362960305,6.47294319061906,3.62185389205901,Cereal,Medium,0.884729831050281
Sandy soil,33.4010872345123,1051.57528956344,7.03661943049081,3.35139621939631,Pulses,Low,0.666856640604404
Clayey soil,31.4191862923009,1283.66336389387,8.82872365014087,1.11859816269236,Pulses,Low,0.610246562856868
Clayey soil,22.0596061207486,719.798614370291,7.65881495604256,4.95341268152914,Commercial,Low,0.63990455979173
Sandy soil,27.8929355116501,964.654604357634,6.30541595965766,3.76559323924144,Fruit/Vegetable,High,0.512235788922668
Sandy soil,25.2148965541986,970.584626217584,8.66390533235583,2.72648179340861,Pulses,Low,0.621537581308009
Sandy soil,15.9392445467912,1800.07579532908,11.8910772479791,1.70921654365619,Cereal,Low,0.642426318963038
Red soil,26.3344271564001,1631.90919173415,11.9778717571434,2.57583816221137,Cereal,Low,0.59394900683585
Red soil,15.9198548075568,2558.00003887671,9.04365435677648,3.90558997614984,Fruit/Vegetable,Low,0.738577165566532
Black soil,15.977015622081,1553.19697781153,9.23471621822566,2.93152532889605,Commercial,Medium,0.779410893744081
Loamy soil,39.6605102189444,2396.50390511793,4.67019362261991,4.70228249084227,Pulses,Low,0.963016667578859
Black soil,18.7568709108354,2912.13952665338,8.22035269948935,3.28772172978012,Pulses,Medium,0.947721284814116
Sandy soil,16.5258100273215,2851.49956390621,11.7947826221536,3.68988997601572,Fruit/Vegetable,High,0.627481034708598
Red soil,24.1259942023722,835.797161022456,6.15516594668769,4.8949533198382,Pulses,High,0.981526350768287
Loamy soil,21.6417414118202,2111.15631240139,11.7076686362891,1.72072962199921,Pulses,Medium,0.530010274956352
Clayey soil,22.0474089505893,2426.05639367282,8.37295546675491,2.3537668133503,Commercial,High,0.965672597701712
Sandy soil,24.1168952630438,1234.54910347361,11.6313931029151,3.50536788147221,Fruit/Vegetable,High,0.754680778189334
Red soil,27.9538882186469,1077.62944756272,8.94247428423988,4.1174140441986,Cereal,High,0.99262710430877
Black soil,36.9859458547435,1834.89875039036,7.17918168003249,4.38441778459149,Pulses,Low,0.663039814749667
Clayey soil,39.2073210672769,755.620557737159,8.92586701232403,3.13652298929485,Fruit/Vegetable,Medium,0.568424342172551
Clayey soil,16.2563057551331,2165.13009562822,11.2219235855842,1.2797718496597,Commercial,Low,0.751837892263307
Clayey soil,36.2437175545087,1358.59594102303,7.2811800469672,1.69926334759797,Pulses,High,0.826482524121602
Black soil,30.6707815406593,2369.83619464386,11.7363217439352,2.51027677122045,Commercial,Low,0.821916136455553
Sandy soil,25.5804532214333,1390.51390885647,4.42794758598574,3.75155761560615,Cereal,Low,0.901219061250137
Loamy soil,27.609589963525,2194.85340639633,8.20566152018609,2.29208781746071,Commercial,High,0.631457317421169
Loamy soil,23.1902508003717,1928.78525211616,7.76465900784738,3.59218210972662,Commercial,Low,0.916292763905827
Loamy soil,22.0637300106033,1155.05208249739,10.2889441071479,4.51440503784697,Pulses,Low,0.823575429096227
Sandy soil,29.9161502170443,823.04785555923,8.98284538865673,2.59000369771326,Cereal,Low,0.714490013249801
Sandy soil,16.5147081287906,1235.8557847298,10.0512353616254,3.33434832859161,Commercial,Medium,0.597414436936934
Clayey soil,23.9134463458901,2908.38149461355,11.5345936202913,3.20314022731626,Commercial,High,0.988454300942807
Red soil,37.8743595768542,2869.39997928826,5.91638383185329,3.77243947313522,Pulses,Medium,0.79515035171748
Sandy soil,22.4630178694315,646.012374421194,7.02553115034864,2.36998427454805,Fruit/Vegetable,Medium,0.613562260803959
Clayey soil,20.4601986473903,2548.17242661604,10.4465386747058,3.32014942871288,Commercial,Low,0.689716874704999
Black soil,30.3986945399312,2782.99605568751,4.08595780199073,1.20050652336279,Pulses,High,0.579710869748934
Black soil,32.3797104700658,2423.70367951009,11.7265503013977,1.93700113350476,Fruit/Vegetable,Medium,0.506045038422306
Clayey soil,26.9308656990581,642.242915925338,5.49981161610797,2.911139951298,Fruit/Vegetable,Medium,0.995087316928549
Sandy soil,32.5033828948579,1546.49123822332,11.1402597680808,1.01949190940189,Commercial,High,0.694916843330985
Red soil,36.9914589779134,781.381793901436,5.34489376893669,4.02317939066597,Pulses,Medium,0.799385116175228
Black soil,30.3843464640937,2108.83972308976,10.7877410376865,3.82647706055081,Cereal,Low,0.65373224801911
Loamy soil,39.5896068738615,2265.86073376992,8.63980677567011,2.94657572378024,Cereal,High,0.543593650433689
Sandy soil,31.8081686691679,2734.81637513525,4.94705037569889,3.06040568022084,Fruit/Vegetable,High,0.911594514336264
Loamy soil,20.6298425085386,946.005152744864,10.3419748631427,2.45131730290822,Pulses,Low,0.973551842710773
Black soil,31.9480026946042,1255.17123105948,6.08508070789829,1.28369923033182,Commercial,Medium,0.957312751483547
Black soil,19.6731653932063,1155.0113683765,4.34147163997324,4.8275061155054,Cereal,Low,0.862870437973877
Black soil,38.6825286965926,2727.38225047174,4.76450097869062,1.26207420759389,Fruit/Vegetable,Medium,0.829855981814332
Loamy soil,24.4031546662579,792.952408547584,7.97367723463315,2.3401015257214,Commercial,Medium,0.903382780960178
Clayey soil,18.3950967711667,2616.05233736249,11.907737159623,3.1033544071084,Pulses,High,0.968807108039023
Black soil,27.4119449660901,2926.55888644487,6.62232381833395,4.11404125300521,Commercial,High,0.875220306418535
Sandy soil,38.8479314600847,2691.01275095962,8.05309671273843,2.02324007874307,Cereal,Medium,0.900875994688841
Black soil,18.8082392030271,742.056880412735,9.70768352772223,2.84443032692951,Cereal,High,0.695999160050186
Sandy soil,37.5257405142717,2608.69778021734,7.7440524103921,2.14527868691457,Commercial,Medium,0.671827965241228
Red soil,26.1124631136063,1316.14354978285,6.66727362163475,1.92590413348226,Cereal,Medium,0.92957436347196
Red soil,24.0097202141199,1276.46909385603,4.23866008650495,1.45870442543084,Pulses,Medium,0.648762668397806
Loamy soil,17.2430202263563,1369.36052003032,11.6229037850315,4.81506830689493,Commercial,High,0.563428397148556
Black soil,17.9349802220499,977.371702232164,7.5575511158217,1.1678083094273,Pulses,Low,0.803454476829181
Loamy soil,26.4249379723787,900.90521772655,10.350547473506,4.69748082361911,Cereal,Medium,0.883097886657171
Clayey soil,17.7688669245187,1618.13567689726,7.13598828580512,3.45435420398024,Cereal,High,0.595266950875573
Sandy soil,31.6225562061038,1311.78070054709,6.61857265765045,2.07539195409212,Commercial,Medium,0.939927062873116
Clayey soil,21.0408647963266,923.197648313483,6.51604915484702,4.71012651255728,Cereal,High,0.854662800540017
Black soil,23.1420924990083,2304.8786032098,11.6968699862368,3.91597960953141,Pulses,High,0.916869956738532
Loamy soil,21.0692687972248,1111.12903530936,8.71746999933761,3.76296324282555,Cereal,Medium,0.73784783657714
Clayey soil,27.5828947266748,1397.67881338639,8.49144097196309,3.94715348331649,Pulses,High,0.689981301034182
Loamy soil,18.7362433525687,978.271597389397,5.23004434873235,4.55341421898918,Fruit/Vegetable,High,0.934046204316342
Black soil,24.954393377837,2135.16932471508,11.3465032301907,2.00978591927205,Pulses,Low,0.536497497624285
Clayey soil,27.7019862227765,1678.31810971929,4.08177325880024,3.06264902385457,Commercial,High,0.721156207008765
Loamy soil,15.7190917666336,1992.86770029591,11.2229900745252,1.76712466051716,Fruit/Vegetable,Medium,0.984409840006036
Clayey soil,35.3678785908828,1841.1294828687,8.01972430937421,3.4080816752911,Fruit/Vegetable,Medium,0.832329227772289
